Sl. No.,Timestamp,Labels,I_w_BLO_Weg,O_w_BLO_power,O_w_BLO_voltage,I_w_BHL_Weg,O_w_BHL_power,O_w_BHL_voltage,I_w_BHR_Weg,O_w_BHR_power,O_w_BHR_voltage,I_w_BRU_Weg,O_w_BRU_power,O_w_BRU_voltage,I_w_HR_Weg,O_w_HR_power,O_w_HR_voltage,I_w_HL_Weg,O_w_HL_power,O_w_HL_voltage,Training
9281,5.9529953,1,291,17748,50,932,0,0,782,0,0,573,0,0,-833,8780,26,-833,15923,26,1
9282,5.999000549,1,222,20750,50,932,0,0,782,0,0,573,0,0,-833,8780,26,-833,15923,29,1
9283,6.055000305,1,222,20750,50,932,0,0,782,0,0,573,0,0,-833,8780,26,-833,15923,29,0
9284,6.100997925,1,222,20750,50,932,0,0,782,0,0,573,0,0,-833,8780,26,-833,15923,29,1
9285,6.148994446,1,222,20750,50,932,0,0,782,0,0,573,0,0,-833,8780,26,-833,15923,29,1
9286,6.259994507,1,153,17296,47,932,0,0,782,0,0,573,0,0,-833,8442,26,-833,13321,27,1
9287,6.318000793,1,153,17296,47,932,0,0,782,0,0,573,0,0,-833,8442,26,-833,13321,27,1
9288,6.365997314,1,153,17296,47,932,0,0,782,0,0,573,0,0,-833,8442,26,-833,13321,27,1
9289,6.426994324,1,88,20852,54,-16,19700,50,782,0,0,573,0,0,-833,8780,27,-833,13537,27,0
9290,6.474998474,1,88,20852,54,-16,19700,50,782,0,0,573,0,0,-833,8780,27,-833,13537,27,1
9291,6.527000427,1,88,20852,54,-16,19700,50,782,0,0,573,0,0,-833,8780,27,-833,13537,27,1
9292,6.643997192,1,88,20852,54,-16,19700,50,782,0,0,573,0,0,-833,8780,27,-833,13537,27,1
9293,6.689994812,1,13,16967,47,-92,15745,47,782,0,0,573,0,0,-833,8754,26,-833,17199,29,1
9294,6.738998413,1,13,16967,47,-92,15745,47,782,0,0,573,0,0,-833,8754,26,-833,17199,29,0
9295,6.779998779,1,13,16967,47,-92,15745,47,782,0,0,573,0,0,-833,8754,26,-833,17199,29,1
9296,6.865997314,1,13,16967,47,-92,15745,47,782,0,0,573,0,0,-833,8754,26,-833,17199,29,1
9297,6.916000366,1,-57,16544,47,-162,17836,49,782,0,0,573,0,0,-833,8780,26,-833,18156,27,1
9298,6.958000183,1,-57,16544,47,-162,17836,49,782,0,0,573,0,0,-833,8780,26,-833,18156,27,1
9299,6.98299408,1,-57,16544,47,-162,17836,49,782,0,0,573,0,0,-833,8780,26,-833,18156,27,1
9300,7.098999023,1,-105,357,4,-234,18032,49,782,0,0,573,0,0,-833,8780,26,-833,22629,29,1
9301,7.141998291,1,-105,357,4,-234,18032,49,782,0,0,573,0,0,-833,8780,26,-833,22629,29,1
9302,7.246994019,1,-105,357,4,-234,18032,49,782,0,0,573,0,0,-833,8780,26,-833,22629,29,1
9303,7.303993225,1,-106,0,0,-300,31781,61,0,1683,12,573,0,0,-832,13429,13,-832,21132,14,1
9304,7.346000671,1,-106,0,0,-300,31781,61,0,1683,12,573,0,0,-832,13429,13,-832,21132,14,1
9305,7.408996582,1,-106,0,0,-300,31781,61,0,1683,12,573,0,0,-832,13429,13,-832,21132,14,1
9306,7.481994629,1,-106,0,0,-434,10575,88,-100,553,88,573,0,0,-790,12808,54,-789,21325,54,1
9307,7.562995911,1,-106,0,0,-434,10575,88,-100,553,88,573,0,0,-790,12808,54,-789,21325,54,1
9308,7.606994629,1,-106,0,0,-434,10575,88,-100,553,88,573,0,0,-790,12808,54,-789,21325,54,1
9309,7.660995483,1,-106,0,0,-434,10575,88,-100,553,88,573,0,0,-790,12808,54,-789,21325,54,1
9310,7.722999573,1,-106,0,0,-434,10575,88,-100,553,88,573,0,0,-790,12808,54,-789,21325,54,0
9311,7.774993896,1,-106,0,0,-434,10575,88,-100,553,88,573,0,0,-790,12808,54,-789,21325,54,1
9312,7.876998901,1,-106,0,0,-573,12802,93,-238,1432,89,573,0,0,-686,24309,121,-684,5418,119,1
9313,7.978996277,1,-106,0,0,-573,12802,93,-238,1432,89,573,0,0,-686,24309,121,-684,5418,119,1
9314,7.978996277,1,-106,0,0,-706,12802,57,-379,6303,90,573,0,0,-516,9688,182,-514,5418,184,0
9315,8.022994995,1,-106,0,0,-706,15960,57,-379,6303,90,573,0,0,-516,9688,182,-514,7168,184,1
9316,8.142997742,1,-106,0,0,-706,15960,57,-379,6303,90,573,0,0,-516,9688,182,-514,7168,184,1
9317,8.18699646,1,-106,0,0,-706,15960,57,-379,6303,90,573,0,0,-516,9688,182,-514,7168,184,1
9318,8.23500061,1,-106,0,0,-746,148,2,-517,23092,97,573,0,0,-306,31092,184,-303,19408,179,0
9319,8.284996033,1,-106,0,0,-746,148,2,-517,23092,97,573,0,0,-306,31092,184,-303,19408,179,1
9320,8.343994141,1,-106,0,0,-746,148,2,-517,23092,97,573,0,0,-306,31092,184,-303,19408,179,1
9321,8.427993774,1,-106,0,0,-746,148,2,-517,23092,97,573,0,0,-306,31092,184,-303,19408,179,1
9322,8.48299408,1,-106,0,0,-747,114,2,-676,8092,89,573,0,0,-124,21913,105,-123,31056,108,1
9323,8.584999084,1,-106,0,0,-747,114,2,-676,8092,89,573,0,0,-124,21913,105,-123,31056,108,0
9324,8.628997803,1,-106,0,0,-747,114,2,-676,8092,89,573,0,0,-124,21913,105,-123,31056,108,1
9325,8.68699646,1,-106,0,0,0,100,1,-815,14542,94,573,0,0,-31,31621,36,-30,20467,37,1
9326,8.736000061,1,-106,0,0,0,100,1,-815,14542,94,573,0,0,-31,31621,36,-30,20467,37,1
9327,8.781997681,1,-106,0,0,0,100,1,-815,14542,94,573,0,0,-31,31621,36,-30,20467,37,1
9328,8.841995239,1,-106,0,0,0,100,2,-955,8216,94,573,0,0,0,11822,27,0,7480,24,0
9329,8.9529953,1,-106,0,0,0,100,2,-955,8216,94,573,0,0,0,11822,27,0,7480,24,1
9330,8.996994019,1,-106,0,0,0,100,2,-955,8216,94,573,0,0,0,11822,27,0,7480,24,1
9331,9.053993225,1,-106,0,0,0,100,2,-955,8216,94,573,0,0,0,11822,27,0,7480,24,1
9332,9.099998474,1,-106,0,0,0,100,2,-1063,15510,47,-2,7075,27,0,10567,27,0,13018,26,1
9333,9.166000366,1,-106,0,0,0,100,2,-1063,15510,47,-2,7075,27,0,10567,27,0,13018,26,1
9334,9.266998291,1,-106,0,0,0,100,2,-1063,15510,47,-2,7075,27,0,10567,27,0,13018,26,1
9335,9.314994812,1,-106,0,0,0,100,2,-1132,17524,52,-67,23436,55,0,10918,26,0,14136,26,1
9336,9.375,1,-106,0,0,0,100,2,-1132,17524,52,-67,23436,55,0,10918,26,0,14136,26,1
9337,9.430999756,1,-106,0,0,0,100,2,-1132,17524,52,-67,23436,55,0,10918,26,0,14136,26,1
9338,9.474998474,1,-106,0,0,0,100,2,-1132,17524,52,-67,23436,55,0,10918,26,0,14136,26,1
9339,9.579994202,1,-106,0,0,0,100,2,-1132,17524,52,-67,23436,55,0,10918,26,0,14136,26,1
9340,9.634994507,1,-106,0,0,0,57,2,-1202,14194,47,-137,20800,51,0,9716,26,0,13746,27,1
9341,9.680000305,1,-106,0,0,0,57,2,-1202,14194,47,-137,20800,51,0,9716,26,0,13746,27,1
9342,9.726997375,1,-106,0,0,0,57,2,-1202,14194,47,-137,20800,51,0,9716,26,0,13746,27,0
9343,9.783996582,1,-106,0,0,0,100,2,-1266,1144,22,-206,21364,49,0,11458,26,0,13356,26,1
9344,9.882995605,1,-106,0,0,0,100,2,-1266,1144,22,-206,21364,49,0,11458,26,0,13356,26,1
9345,9.943000793,1,-106,0,0,0,100,2,-1266,1144,22,-206,21364,49,0,11458,26,0,13356,26,1
9346,9.997993469,1,-106,0,0,0,100,2,-1266,1144,22,-206,21364,49,0,11458,26,0,13356,26,1
9347,10.04599762,1,-106,0,0,0,100,1,-1272,0,0,-277,16262,47,0,10028,27,0,9448,26,1
9348,10.15200043,1,-106,0,0,0,100,1,-1272,0,0,-277,16262,47,0,10028,27,0,9448,26,1
9349,10.15200043,1,-106,0,0,0,100,1,-1272,0,0,-277,16262,47,0,10028,27,0,9448,26,1
9350,10.26699829,1,-106,0,0,0,100,1,-1272,0,0,-345,23976,54,0,9820,27,0,13942,27,1
9351,10.3219986,1,-106,0,0,0,100,1,-1272,0,0,-345,23976,54,0,9820,27,0,13942,27,1
9352,10.36799622,1,-106,0,0,0,100,1,-1272,0,0,-345,23976,54,0,9820,27,0,13942,27,0
9353,10.42599487,1,-106,0,0,0,57,1,-1272,0,0,-415,20094,50,0,10918,27,0,12212,26,1
9354,10.46399689,1,-106,0,0,0,57,1,-1272,0,0,-415,20094,50,0,10918,27,0,12212,26,0
9355,10.59899902,1,-106,0,0,0,57,1,-1272,0,0,-415,20094,50,0,10918,27,0,12212,26,1
9356,10.64299774,1,-106,0,0,0,57,1,-1272,0,0,-415,20094,50,0,10918,27,0,12212,26,1
9357,10.69799805,1,-106,0,0,0,100,1,-1272,0,0,-484,21010,55,0,9300,26,0,11822,26,1
9358,10.74199677,1,-106,0,0,0,100,1,-1272,0,0,-484,21010,55,0,9300,26,0,11822,26,1
9359,10.84099579,1,-106,0,0,0,100,1,-1272,0,0,-484,21010,55,0,9300,26,0,11822,26,1
9360,10.897995,1,-106,0,0,0,100,2,-1272,0,0,-553,21164,51,0,9092,26,0,11484,26,1
9361,10.94799805,1,-106,0,0,0,100,2,-1272,0,0,-553,21164,51,0,9092,26,0,11484,26,1
9362,10.99599457,1,-106,0,0,0,100,2,-1272,0,0,-553,21164,51,0,9092,26,0,11484,26,1
9363,11.05399323,1,-106,0,0,0,100,2,-1272,0,0,-553,21164,51,0,9092,26,0,11484,26,1
9364,0,0,8,0,0,-546,0,0,-874,0,0,-14,15963,50,0,5244,26,0,3434,24,1
9365,0.018997192,0,8,0,0,-546,0,0,-874,0,0,-14,15963,50,0,5244,26,0,3434,24,1
9366,0.072998047,0,8,0,0,-546,0,0,-874,0,0,-14,15963,50,0,5244,26,0,3434,24,1
9367,0.175003052,0,8,0,0,-546,0,0,-874,0,0,-14,15963,50,0,5244,26,0,3434,24,1
9368,0.230003357,0,8,0,0,-546,0,0,-874,0,0,-14,15963,50,0,5244,26,0,3434,24,1
9369,0.274002075,0,8,0,0,-546,0,0,-874,0,0,-1,16464,49,0,5712,26,0,5008,24,0
9370,0.355003357,0,8,0,0,-546,0,0,-874,0,0,-1,16464,49,0,5712,26,0,5008,24,1
9371,0.399002075,0,8,0,0,-546,0,0,-874,0,0,-1,16464,49,0,5712,26,0,5008,24,1
9372,0.461997986,0,8,0,0,-546,0,0,-874,0,0,66,20188,49,0,5972,26,0,3848,23,1
9373,0.567001343,0,8,0,0,-546,0,0,-874,0,0,66,20188,49,0,5972,26,0,3848,23,1
9374,0.622001648,0,8,0,0,-546,0,0,-874,0,0,66,20188,49,0,5972,26,0,3848,23,0
9375,0.666000366,0,8,0,0,-546,0,0,-874,0,0,66,20188,49,0,5972,26,0,3848,23,1
9376,0.723999023,0,8,0,0,-546,0,0,-874,0,0,66,20188,49,0,5972,26,0,3848,23,1
9377,0.778999329,0,8,0,0,-546,0,0,-874,0,0,137,18816,47,0,6388,26,0,3434,26,1
9378,0.833999634,0,8,0,0,-546,0,0,-874,0,0,137,18816,47,0,6388,26,0,3434,26,1
9379,0.877998352,0,8,0,0,-546,0,0,-874,0,0,137,18816,47,0,6388,26,0,3434,26,1
9380,0.941001892,0,8,0,0,-546,0,0,-874,0,0,207,17248,49,0,6648,26,0,8156,26,1
9381,1.009002686,0,8,0,0,-546,0,0,-874,0,0,207,17248,49,0,6648,26,0,8156,26,1
9382,1.10900116,0,8,0,0,-546,0,0,-874,0,0,207,17248,49,0,6648,26,0,8156,26,1
9383,1.164001465,0,8,0,0,-546,0,0,-874,0,0,274,20800,52,0,6856,26,0,3848,24,1
9384,1.226997375,0,8,0,0,-546,0,0,-874,0,0,274,20800,52,0,6856,26,0,3848,24,1
9385,1.282997131,0,8,0,0,-546,0,0,-874,0,0,274,20800,52,0,6856,26,0,3848,24,1
9386,1.32900238,0,8,0,0,-546,0,0,-874,0,0,274,20800,52,0,6856,26,0,3848,24,1
9387,1.396003723,0,8,0,0,-546,0,0,0,2899,14,345,16700,50,0,7090,26,0,8624,24,1
9388,1.435997009,0,8,0,0,-546,0,0,0,2899,14,345,16700,50,0,7090,26,0,8624,24,1
9389,1.507003784,0,8,0,0,-546,0,0,0,2899,14,345,16700,50,0,7090,26,0,8624,24,1
9390,1.559997559,0,8,0,0,-546,0,0,65,11656,49,418,16850,51,0,10486,26,0,3434,26,1
9391,1.666000366,0,8,0,0,-546,0,0,274,14030,46,566,95,1,0,24458,29,0,5440,24,1
9392,1.722000122,1,8,0,0,-546,0,0,274,14030,46,566,95,1,0,24458,29,0,5440,24,1
9393,1.777999878,1,8,0,0,-546,0,0,383,2468,90,566,89,0,-19,2674,83,-20,14710,85,0
9394,1.821998596,1,8,0,0,-546,0,0,383,2468,90,566,89,0,-19,2674,83,-20,14710,85,1
9395,1.884994507,1,8,0,0,-546,0,0,383,2468,90,566,89,0,-19,2674,83,-20,14710,85,1
9396,1.98400116,1,8,0,0,-546,0,0,383,2468,90,566,89,0,-19,2674,83,-20,14710,85,1
9397,2.041999817,1,8,0,0,-546,0,0,383,2468,90,566,89,0,-19,2674,83,-20,14710,85,1
9398,2.090995789,1,8,0,0,-546,0,0,521,13402,89,566,0,0,-100,11584,151,-102,14884,149,1
9399,2.165000916,1,8,0,0,-546,0,0,521,13402,89,566,0,0,-100,11584,151,-102,14884,149,1
9400,2.220001221,1,8,0,0,-546,0,0,521,13402,89,566,0,0,-100,11584,151,-102,14884,149,0
9401,2.263999939,1,8,0,0,0,909,9,667,3322,89,566,0,0,-252,17668,225,-254,17440,221,0
9402,2.319999695,1,8,0,0,0,909,9,667,3322,89,566,0,0,-252,17668,225,-254,17440,221,0
9403,2.375999451,1,8,0,0,0,909,9,667,3322,89,566,0,0,-252,17668,225,-254,17440,221,1
9404,2.48299408,1,8,0,0,96,16799,95,771,3973,30,566,0,0,-457,4440,253,-460,9533,259,1
9405,2.535995483,1,8,0,0,96,16799,95,771,3973,30,566,0,0,-457,4440,253,-460,9533,259,1
9406,2.584999084,1,8,0,0,96,16799,95,771,3973,30,566,0,0,-457,4440,253,-460,9533,259,1
9407,2.652999878,1,8,0,0,96,16799,95,771,3973,30,566,0,0,-457,4440,253,-460,9533,259,0
9408,2.752998352,1,8,0,0,243,9276,92,783,0,0,566,0,0,-651,10292,180,-652,2880,187,1
9409,2.807998657,1,8,0,0,243,9276,92,783,0,0,566,0,0,-651,10292,180,-652,2880,187,1
9410,2.851997375,1,8,0,0,243,9276,92,783,0,0,566,0,0,-651,10292,180,-652,2880,187,1
9411,2.909996033,1,8,0,0,383,12988,93,783,0,0,566,0,0,-770,388,119,-772,8424,118,1
9412,2.953994751,1,8,0,0,383,12988,93,783,0,0,566,0,0,-770,388,119,-772,8424,118,1
9413,3.057998657,1,8,0,0,383,12988,93,783,0,0,566,0,0,-770,388,119,-772,8424,118,1
9414,3.057998657,1,8,0,0,383,12988,93,783,0,0,566,0,0,-770,388,119,-772,8424,118,1
9415,3.195999146,1,8,0,0,383,12988,93,783,0,0,566,0,0,-770,388,119,-772,8424,118,1
9416,3.239997864,1,8,0,0,522,9532,90,783,0,0,566,0,0,-827,32034,55,-828,7406,54,1
9417,3.29599762,1,8,0,0,522,9532,90,783,0,0,566,0,0,-827,32034,55,-828,7406,54,1
9418,3.340995789,1,8,0,0,522,9532,90,783,0,0,566,0,0,-827,32034,55,-828,7406,54,1
9419,3.398994446,1,0,49,1,661,4790,90,783,0,0,566,0,0,-833,14860,29,-833,28395,29,1
9420,3.509994507,1,0,49,1,661,4790,90,783,0,0,566,0,0,-833,14860,29,-833,28395,29,1
9421,3.556999207,1,0,49,1,661,4790,90,783,0,0,566,0,0,-833,14860,29,-833,28395,29,1
9422,3.604995728,1,33,14740,44,803,11407,92,783,0,0,566,0,0,-833,15076,27,-833,25551,29,1
9423,3.663993835,1,33,14740,44,803,11407,92,783,0,0,566,0,0,-833,15076,27,-833,25551,29,1
9424,3.708000183,1,33,14740,44,803,11407,92,783,0,0,566,0,0,-833,15076,27,-833,25551,29,1
9425,3.810997009,1,98,19257,49,912,13320,44,783,0,0,566,0,0,-833,15184,27,-833,20302,29,0
9426,3.865997314,1,98,19257,49,912,13320,44,783,0,0,566,0,0,-833,15184,27,-833,20302,29,1
9427,3.92099762,1,98,19257,49,912,13320,44,783,0,0,566,0,0,-833,15184,27,-833,20302,29,0
9428,3.971000671,1,98,19257,49,912,13320,44,783,0,0,566,0,0,-833,15184,27,-833,20302,29,1
9429,4.017997742,1,170,19968,52,934,456,4,783,0,0,566,0,0,-833,15346,27,-833,9244,27,0
9430,4.131996155,1,170,19968,52,934,456,4,783,0,0,566,0,0,-833,15346,27,-833,9244,27,0
9431,4.175994873,1,170,19968,52,934,456,4,783,0,0,566,0,0,-833,15346,27,-833,9244,27,1
9432,4.230995178,1,240,19380,51,934,312,3,783,0,0,566,0,0,-833,15184,27,-833,5582,26,1
9433,4.274993896,1,240,19380,51,934,312,3,783,0,0,566,0,0,-833,15184,27,-833,5582,26,1
9434,4.332000732,1,240,19380,51,934,312,3,783,0,0,566,0,0,-833,15184,27,-833,5582,26,1
9435,4.430999756,1,240,19380,51,934,312,3,783,0,0,566,0,0,-833,15184,27,-833,5582,26,1
9436,4.488998413,1,240,19380,51,934,312,3,783,0,0,566,0,0,-833,15184,27,-833,5582,26,1
9437,4.532997131,1,310,19188,52,934,194,2,783,0,0,566,0,0,-833,15346,29,-833,6648,26,1
9438,4.589996338,1,310,19188,52,934,194,2,783,0,0,566,0,0,-833,15346,29,-833,6648,26,1
9439,4.652999878,1,310,19188,52,934,194,2,783,0,0,566,0,0,-833,15346,29,-833,6648,26,1
9440,4.753997803,1,379,21788,52,934,168,2,783,0,0,566,0,0,-833,15346,27,-833,7584,26,0
9441,4.753997803,1,379,21788,52,934,168,2,783,0,0,566,0,0,-833,15346,27,-833,7584,26,1
9442,4.864997864,1,379,21788,52,934,168,2,783,0,0,566,0,0,-833,15346,27,-833,7584,26,0
9443,4.919998169,1,440,12714,40,934,136,2,783,0,0,566,0,0,-833,15346,27,-833,8390,27,1
9444,4.975997925,1,440,12714,40,934,136,2,783,0,0,566,0,0,-833,15346,27,-833,8390,27,1
9445,5.020996094,1,440,12714,40,934,136,2,783,0,0,566,0,0,-833,15346,27,-833,8390,27,1
9446,5.081001282,1,440,12714,40,934,136,2,783,0,0,566,0,0,-833,15346,27,-833,8390,27,1
9447,5.126998901,1,440,12714,40,934,136,2,783,0,0,566,0,0,-833,15346,27,-833,8390,27,1
9448,5.180999756,1,487,4278,22,934,54,1,783,0,0,566,0,0,-833,15346,27,-833,11134,27,1
9449,5.244995117,1,487,4278,22,934,54,1,783,0,0,566,0,0,-833,15346,27,-833,11134,27,1
9450,5.292999268,1,487,4278,22,934,54,1,783,0,0,566,0,0,-833,15346,27,-833,11134,27,0
9451,5.425994873,1,469,14652,45,934,41,1,783,0,0,566,0,0,-833,18620,29,-833,12025,27,1
9452,5.480995178,1,469,14652,45,934,41,1,783,0,0,566,0,0,-833,18620,29,-833,12025,27,1
9453,5.535995483,1,469,14652,45,934,41,1,783,0,0,566,0,0,-833,18620,29,-833,12025,27,1
9454,5.597000122,1,402,19000,50,934,30,1,783,0,0,566,0,0,-833,15184,29,-833,12565,27,0
9455,5.638999939,1,402,19000,50,934,30,1,783,0,0,566,0,0,-833,15184,29,-833,12565,27,1
9456,5.693000793,1,402,19000,50,934,30,1,783,0,0,566,0,0,-833,15184,29,-833,12565,27,1
9457,5.797996521,1,332,19355,49,934,22,1,783,0,0,566,0,0,-833,15346,27,-833,12646,29,0
9458,5.853996277,1,332,19355,49,934,22,1,783,0,0,566,0,0,-833,15346,27,-833,12646,29,1
9459,5.908996582,1,332,19355,49,934,22,1,783,0,0,566,0,0,-833,15346,27,-833,12646,29,1
9460,5.9529953,1,332,19355,49,934,22,1,783,0,0,566,0,0,-833,15346,27,-833,12646,29,1
9461,6.007995605,1,262,16544,46,934,0,0,783,0,0,566,0,0,-833,15346,27,-833,13456,27,1
9462,6.11000061,1,262,16544,46,934,0,0,783,0,0,566,0,0,-833,15346,27,-833,13456,27,1
9463,6.165000916,1,262,16544,46,934,0,0,783,0,0,566,0,0,-833,15346,27,-833,13456,27,1
9464,6.222000122,1,262,16544,46,934,0,0,783,0,0,566,0,0,-833,15346,27,-833,13456,27,1
9465,6.26599884,1,262,16544,46,934,0,0,783,0,0,566,0,0,-833,15346,27,-833,13456,27,1
9466,6.322998047,1,192,19650,50,934,0,0,783,0,0,566,0,0,-833,13824,27,-833,17199,27,0
9467,6.424995422,1,192,19650,50,934,0,0,783,0,0,566,0,0,-833,13824,27,-833,17199,27,1
9468,6.479995728,1,192,19650,50,934,0,0,783,0,0,566,0,0,-833,13824,27,-833,17199,27,1
9469,6.527000427,1,123,18550,49,0,0,0,783,0,0,566,0,0,-833,15184,27,-833,14212,27,1
9470,6.574996948,1,123,18550,49,0,0,0,783,0,0,566,0,0,-833,15184,27,-833,14212,27,1
9471,6.632995605,1,123,18550,49,0,0,0,783,0,0,566,0,0,-833,15184,27,-833,14212,27,0
9472,6.697998047,1,51,21050,49,-52,19074,50,783,0,0,566,0,0,-833,15184,29,-833,14644,27,1
9473,6.753997803,1,51,21050,49,-52,19074,50,783,0,0,566,0,0,-833,15184,29,-833,14644,27,0
9474,6.853996277,1,51,21050,49,-52,19074,50,783,0,0,566,0,0,-833,15184,29,-833,14644,27,1
9475,6.909996033,1,-18,17052,47,-122,16074,47,783,0,0,566,0,0,-833,15184,27,-833,18678,27,1
9476,6.965995789,1,-18,17052,47,-122,16074,47,783,0,0,566,0,0,-833,15184,27,-833,18678,27,1
9477,7.008995056,1,-18,17052,47,-122,16074,47,783,0,0,566,0,0,-833,15184,27,-833,18678,27,1
9478,7.062995911,1,-18,17052,47,-122,16074,47,783,0,0,566,0,0,-833,15184,27,-833,18678,27,1
9479,7.180000305,1,-18,17052,47,-122,16074,47,783,0,0,566,0,0,-833,15184,27,-833,18678,27,1
9480,7.223999023,1,-90,12870,38,-196,16415,49,783,0,0,566,0,0,-833,15184,27,-833,19432,27,1
9481,7.279998779,1,-90,12870,38,-196,16415,49,783,0,0,566,0,0,-833,15184,27,-833,19432,27,1
9482,7.331001282,1,-90,12870,38,-196,16415,49,783,0,0,566,0,0,-833,15184,27,-833,19432,27,0
9483,7.382995605,1,-90,12870,38,-196,16415,49,783,0,0,566,0,0,-833,15184,27,-833,19432,27,1
9484,7.461997986,1,-106,238,2,-261,16779,47,783,0,0,566,0,0,-833,14860,29,-833,16507,27,0
9485,7.513000488,1,-106,238,2,-261,16779,47,783,0,0,566,0,0,-833,14860,29,-833,16507,27,0
9486,7.556999207,1,-106,238,2,-261,16779,47,783,0,0,566,0,0,-833,14860,29,-833,16507,27,0
9487,7.612998962,1,-106,208,2,-353,24499,99,-23,7118,79,566,0,0,-821,19422,19,-821,16786,14,0
9488,7.712997437,1,-106,208,2,-353,24499,99,-23,7118,79,566,0,0,-821,19422,19,-821,16786,14,1
9489,7.768997192,1,-106,190,2,-494,9828,92,-160,2692,89,566,0,0,-752,4902,82,-751,15644,82,1
9490,7.812995911,1,-106,190,2,-494,9828,92,-160,2692,89,566,0,0,-752,4902,82,-751,15644,82,1
9491,7.876998901,1,-106,190,2,-494,9828,92,-160,2692,89,566,0,0,-752,4902,82,-751,15644,82,1
9492,7.933998108,1,-106,190,2,-494,9828,92,-160,2692,89,566,0,0,-752,4902,82,-751,15644,82,1
9493,8.035995483,1,-106,190,2,-494,9828,92,-160,2692,89,566,0,0,-752,4902,82,-751,15644,82,1
9494,8.079994202,1,-106,83,2,-635,5212,89,-300,3722,88,566,0,0,-619,31778,149,-617,32720,151,1
9495,8.138999939,1,-106,83,2,-635,5212,89,-300,3722,88,566,0,0,-619,31778,149,-617,32720,151,0
9496,8.194000244,1,-106,83,2,-635,5212,89,-300,3722,88,566,0,0,-619,31778,149,-617,32720,151,1
9497,8.245994568,1,-106,57,1,-735,5510,29,-439,10477,95,566,0,0,-425,4790,210,-421,466,208,1
9498,8.292999268,1,-106,57,1,-735,5510,29,-439,10477,95,566,0,0,-425,4790,210,-421,466,208,1
9499,8.408996582,1,-106,57,1,-735,5510,29,-439,10477,95,566,0,0,-425,4790,210,-421,466,208,1
9500,8.4529953,1,-106,57,1,-735,5510,29,-439,10477,95,566,0,0,-425,4790,210,-421,466,208,1
9501,8.507995605,1,-106,41,1,-746,0,0,-570,17029,98,566,0,0,-236,15552,152,-234,32096,157,1
9502,8.563995361,1,-106,41,1,-746,0,0,-570,17029,98,566,0,0,-236,15552,152,-234,32096,157,1
9503,8.60799408,1,-106,41,1,-746,0,0,-570,17029,98,566,0,0,-236,15552,152,-234,32096,157,1
9504,8.713996887,1,-106,0,0,-746,0,0,-711,8080,92,566,0,0,-95,32001,87,-93,21200,87,0
9505,8.771995544,1,-106,0,0,-746,0,0,-711,8080,92,566,0,0,-95,32001,87,-93,21200,87,1
9506,8.815994263,1,-106,0,0,-746,0,0,-711,8080,92,566,0,0,-95,32001,87,-93,21200,87,1
9507,8.875,1,-106,0,0,0,0,0,-842,12352,93,566,0,0,-20,13402,29,-19,8992,26,1
9508,8.930000305,1,-106,0,0,0,0,0,-842,12352,93,566,0,0,-20,13402,29,-19,8992,26,0
9509,9.034996033,1,-106,0,0,0,0,0,-842,12352,93,566,0,0,-20,13402,29,-19,8992,26,1
9510,9.078994751,1,-106,0,0,0,0,0,-980,8896,92,566,0,0,0,12106,27,0,6784,23,1
9511,9.134994507,1,-106,0,0,0,0,0,-980,8896,92,566,0,0,0,12106,27,0,6784,23,1
9512,9.195999146,1,-106,0,0,0,0,0,-980,8896,92,566,0,0,0,12106,27,0,6784,23,1
9513,9.239997864,1,-106,0,0,0,0,0,-980,8896,92,566,0,0,0,12106,27,0,6784,23,1
9514,9.334999084,1,-106,0,0,0,0,0,-1072,16317,49,-12,18424,47,0,9638,27,0,8440,24,1
9515,9.39099884,1,-106,0,0,0,0,0,-1072,16317,49,-12,18424,47,0,9638,27,0,8440,24,1
9516,9.447998047,1,-106,0,0,0,0,0,-1072,16317,49,-12,18424,47,0,9638,27,0,8440,24,1
9517,9.491996765,1,-106,0,0,0,0,0,-1141,15092,47,-82,17850,51,0,9820,26,0,14725,26,0
9518,9.553001404,1,-106,0,0,0,0,0,-1141,15092,47,-82,17850,51,0,9820,26,0,14725,26,1
9519,9.661994934,1,-106,0,0,0,0,0,-1141,15092,47,-82,17850,51,0,9820,26,0,14725,26,1
9520,9.711997986,1,-106,0,0,0,0,0,-1211,12784,47,-152,19500,51,0,10028,26,0,12966,26,1
9521,9.766998291,1,-106,0,0,0,0,0,-1211,12784,47,-152,19500,51,0,10028,26,0,12966,26,0
9522,9.822998047,1,-106,0,0,0,0,0,-1211,12784,47,-152,19500,51,0,10028,26,0,12966,26,1
9523,9.866996765,1,-106,0,0,0,0,0,-1211,12784,47,-152,19500,51,0,10028,26,0,12966,26,1
9524,9.973999023,1,-106,0,0,0,0,0,-1211,12784,47,-152,19500,51,0,10028,26,0,12966,26,0
9525,10.01899719,1,-106,0,0,0,0,0,-1263,119,4,-221,26406,52,0,11674,26,0,12966,26,1
9526,10.0779953,1,-106,0,0,0,0,0,-1263,119,4,-221,26406,52,0,11674,26,0,12966,26,1
9527,10.13599396,1,-106,0,0,0,0,0,-1263,119,4,-221,26406,52,0,11674,26,0,12966,26,1
9528,10.18399811,1,-106,0,0,0,0,0,-1264,0,0,-292,13771,49,0,10184,27,0,12966,24,1
